n,x,v
1352,0.190602,-2.7137
1353,0.177033,-2.72299
1354,0.163418,-2.73163
1355,0.14976,-2.73961
1356,0.136062,-2.74693
1357,0.122327,-2.75358
1358,0.10856,-2.75957
1359,0.0947617,-2.76488
1360,0.0809373,-2.76952
1361,0.0670897,-2.77349
1362,0.0532222,-2.77678
1363,0.0393384,-2.77939
1364,0.0254414,-2.78131
1365,0.0115349,-2.78256
1366,-0.00237796,-2.78313
1367,-0.0162936,-2.78301
1368,-0.0302087,-2.78221
1369,-0.0441197,-2.78073
1370,-0.0580234,-2.77857
1371,-0.0719162,-2.77572
1372,-0.0857948,-2.7722
1373,-0.0996558,-2.768
1374,-0.113496,-2.76312
1375,-0.127311,-2.75756
1376,-0.141099,-2.75133
1377,-0.154856,-2.74444
1378,-0.168578,-2.73687
1379,-0.182262,-2.72864
1380,-0.195906,-2.71975
1381,-0.209504,-2.7102
1382,-0.223055,-2.7
1383,-0.236555,-2.68915
1384,-0.250001,-2.67765
1385,-0.263389,-2.66552
1386,-0.276717,-2.65275
1387,-0.289981,-2.63935
1388,-0.303177,-2.62532
1389,-0.316304,-2.61068
1390,-0.329357,-2.59542
1391,-0.342335,-2.57956
1392,-0.355232,-2.56309
1393,-0.368048,-2.54603
1394,-0.380778,-2.52838
1395,-0.39342,-2.51016
1396,-0.405971,-2.49135
1397,-0.418427,-2.47198
1398,-0.430787,-2.45205
1399,-0.443048,-2.43157
1400,-0.455205,-2.41054
1401,-0.467258,-2.38898
1402,-0.479203,-2.36688
1403,-0.491037,-2.34427
1404,-0.502759,-2.32114
1405,-0.514365,-2.2975
1406,-0.525852,-2.27337
1407,-0.537219,-2.24875
1408,-0.548463,-2.22365
1409,-0.559581,-2.19808
1410,-0.570571,-2.17204
1411,-0.581431,-2.14555
1412,-0.592159,-2.11861
1413,-0.602752,-2.09123
1414,-0.613208,-2.06342
1415,-0.623526,-2.0352
1416,-0.633701,-2.00655
1417,-0.643734,-1.97751
1418,-0.653622,-1.94807
1419,-0.663362,-1.91825
1420,-0.672953,-1.88804
1421,-0.682394,-1.85747
1422,-0.691681,-1.82654
1423,-0.700814,-1.79525
1424,-0.70979,-1.76362
1425,-0.718608,-1.73166
1426,-0.727266,-1.69936
1427,-0.735763,-1.66676
1428,-0.744097,-1.63383
1429,-0.752266,-1.60061
1430,-0.760269,-1.5671
1431,-0.768105,-1.5333
1432,-0.775771,-1.49922
1433,-0.783267,-1.46487
1434,-0.790592,-1.43026
1435,-0.797743,-1.3954
1436,-0.80472,-1.36029
1437,-0.811521,-1.32494
1438,-0.818146,-1.28936
1439,-0.824593,-1.25356
1440,-0.830861,-1.21755
1441,-0.836948,-1.18132
1442,-0.842855,-1.1449
1443,-0.848579,-1.10828
1444,-0.854121,-1.07148
1445,-0.859478,-1.03449
1446,-0.864651,-0.997336
1447,-0.869637,-0.960016
1448,-0.874437,-0.922537
1449,-0.87905,-0.884906
1450,-0.883475,-0.847131
1451,-0.88771,-0.809218
1452,-0.891756,-0.771174
1453,-0.895612,-0.733004
1454,-0.899277,-0.694716
1455,-0.902751,-0.656316
1456,-0.906032,-0.61781
1457,-0.909121,-0.579205
1458,-0.912017,-0.540506
1459,-0.91472,-0.50172
1460,-0.917229,-0.462853
1461,-0.919543,-0.423912
1462,-0.921662,-0.384901
1463,-0.923587,-0.345827
1464,-0.925316,-0.306697
1465,-0.92685,-0.267515
1466,-0.928187,-0.228288
1467,-0.929329,-0.189022
1468,-0.930274,-0.149722
1469,-0.931022,-0.110395
1470,-0.931574,-0.0710453
1471,-0.931929,-0.0316797
1472,-0.932088,0.00769628
1473,-0.932049,0.0470769
1474,-0.931814,0.0864564
1475,-0.931382,0.125829
1476,-0.930753,0.165189
1477,-0.929927,0.20453
1478,-0.928904,0.243848
1479,-0.927685,0.283135
1480,-0.926269,0.322386
1481,-0.924657,0.361596
1482,-0.922849,0.400758
1483,-0.920845,0.439867
1484,-0.918646,0.478917
1485,-0.916251,0.517901
1486,-0.913662,0.556813
1487,-0.910878,0.595648
1488,-0.9079,0.6344
1489,-0.904728,0.673062
1490,-0.901362,0.711628
1491,-0.897804,0.750091
1492,-0.894054,0.788446
1493,-0.890112,0.826687
1494,-0.885978,0.864805
1495,-0.881654,0.902796
1496,-0.87714,0.940653
1497,-0.872437,0.978368
1498,-0.867545,1.01594
1499,-0.862465,1.05335
1500,-0.857199,1.0906
1501,-0.851746,1.12768
1502,-0.846107,1.16459
1503,-0.840284,1.20131
1504,-0.834278,1.23785
1505,-0.828088,1.27418
1506,-0.821718,1.31031
1507,-0.815166,1.34624
1508,-0.808435,1.38194
1509,-0.801525,1.41741
1510,-0.794438,1.45265
1511,-0.787175,1.48764
1512,-0.779737,1.52239
1513,-0.772125,1.55687
1514,-0.76434,1.5911
1515,-0.756385,1.62504
1516,-0.74826,1.6587
1517,-0.739966,1.69208
1518,-0.731506,1.72515
1519,-0.72288,1.75791
1520,-0.71409,1.79036
1521,-0.705139,1.82249
1522,-0.696026,1.85428
1523,-0.686755,1.88573
1524,-0.677326,1.91683
1525,-0.667742,1.94757
1526,-0.658004,1.97794
1527,-0.648114,2.00793
1528,-0.638075,2.03755
1529,-0.627887,2.06676
1530,-0.617553,2.09558
1531,-0.607075,2.12398
1532,-0.596456,2.15196
1533,-0.585696,2.17951
1534,-0.574798,2.20663
1535,-0.563765,2.23329
1536,-0.552599,2.2595
1537,-0.541301,2.28525
1538,-0.529875,2.31052
1539,-0.518322,2.33531
1540,-0.506646,2.35961
1541,-0.494848,2.38342
1542,-0.48293,2.40671
1543,-0.470897,2.42949
1544,-0.458749,2.45174
1545,-0.446491,2.47346
1546,-0.434123,2.49464
1547,-0.42165,2.51527
1548,-0.409074,2.53535
1549,-0.396397,2.55486
1550,-0.383623,2.57379
1551,-0.370754,2.59215
1552,-0.357793,2.60992
1553,-0.344744,2.6271
1554,-0.331608,2.64368
1555,-0.31839,2.65965
1556,-0.305091,2.675
1557,-0.291716,2.68974
1558,-0.278268,2.70384
1559,-0.264748,2.71732
1560,-0.251162,2.73015
1561,-0.237511,2.74234
1562,-0.223799,2.75388
1563,-0.21003,2.76477
1564,-0.196206,2.77499
1565,-0.182331,2.78456
1566,-0.168408,2.79345
1567,-0.154441,2.80167
1568,-0.140433,2.80922
1569,-0.126387,2.81608
1570,-0.112306,2.82227
1571,-0.098195,2.82776
1572,-0.0840562,2.83257
1573,-0.0698933,2.83669
1574,-0.0557099,2.84012
1575,-0.0415093,2.84285
1576,-0.0272951,2.84488
1577,-0.0130706,2.84622
1578,0.00116046,2.84686
1579,0.0153948,2.8468
1580,0.0296288,2.84605
1581,0.043859,2.8446
1582,0.058082,2.84245
1583,0.0722943,2.8396
1584,0.0864922,2.83606
1585,0.100673,2.83182
1586,0.114832,2.82689
1587,0.128966,2.82127
1588,0.143072,2.81496
1589,0.157147,2.80797
1590,0.171187,2.80029
1591,0.185188,2.79193
1592,0.199148,2.7829
1593,0.213063,2.7732
1594,0.226929,2.76283
1595,0.240743,2.75179
1596,0.254502,2.7401
1597,0.268202,2.72775
1598,0.281841,2.71475
1599,0.295415,2.70111
1600,0.30892,2.68683
1601,0.322354,2.67191
1602,0.335714,2.65638
1603,0.348996,2.64022
1604,0.362197,2.62344
1605,0.375314,2.60606
1606,0.388345,2.58808
1607,0.401285,2.56951
1608,0.414132,2.55035
1609,0.426884,2.53061
1610,0.439537,2.51031
1611,0.452089,2.48943
1612,0.464536,2.46801
1613,0.476876,2.44603
1614,0.489106,2.42352
1615,0.501224,2.40047
1616,0.513226,2.3769
1617,0.525111,2.35282
1618,0.536875,2.32823
1619,0.548516,2.30314
1620,0.560032,2.27757
1621,0.571419,2.25151
1622,0.582677,2.22499
1623,0.593802,2.198
1624,0.604792,2.17055
1625,0.615645,2.14266
1626,0.626358,2.11434
1627,0.63693,2.08558
1628,0.647358,2.05641
1629,0.65764,2.02683
1630,0.667774,1.99685
1631,0.677758,1.96647
1632,0.68759,1.93572
1633,0.697269,1.90459
1634,0.706792,1.87309
1635,0.716157,1.84124
1636,0.725364,1.80904
1637,0.734409,1.7765
1638,0.743291,1.74363
1639,0.752009,1.71043
1640,0.760562,1.67693
1641,0.768946,1.64312
1642,0.777162,1.60901
1643,0.785207,1.57461
1644,0.79308,1.53993
1645,0.80078,1.50498
1646,0.808304,1.46977
1647,0.815653,1.4343
1648,0.822825,1.39859
1649,0.829818,1.36263
1650,0.836631,1.32644
1651,0.843263,1.29002
1652,0.849713,1.25339
1653,0.85598,1.21655
1654,0.862063,1.17951
1655,0.86796,1.14227
1656,0.873672,1.10485
1657,0.879196,1.06724
1658,0.884532,1.02946
1659,0.88968,0.991513
1660,0.894637,0.953408
1661,0.899404,0.91515
1662,0.90398,0.876746
1663,0.908364,0.838202
1664,0.912555,0.799527
1665,0.916552,0.760725
1666,0.920356,0.721803
1667,0.923965,0.682768
1668,0.927379,0.643626
1669,0.930597,0.604384
1670,0.933619,0.565047
1671,0.936444,0.525622
1672,0.939072,0.486114
1673,0.941503,0.44653
1674,0.943735,0.406876
1675,0.94577,0.367158
1676,0.947606,0.327381
1677,0.949242,0.287551
1678,0.95068,0.247675
1679,0.951919,0.207757
1680,0.952957,0.167804
1681,0.953796,0.127822
1682,0.954435,0.0878162
1683,0.954875,0.047792
1684,0.955114,0.00775535
1685,0.955152,-0.0322881
1686,0.954991,-0.0723326
1687,0.954629,-0.112372
1688,0.954067,-0.152402
1689,0.953305,-0.192416
1690,0.952343,-0.232408
1691,0.951181,-0.272373
1692,0.949819,-0.312305
1693,0.948258,-0.352197
1694,0.946497,-0.392046
1695,0.944537,-0.431843
1696,0.942377,-0.471585
1697,0.940019,-0.511264
1698,0.937463,-0.550876
1699,0.934709,-0.590413
1700,0.931757,-0.62987
1701,0.928607,-0.669241
1702,0.925261,-0.70852
1703,0.921719,-0.7477
1704,0.91798,-0.786775
1705,0.914046,-0.825739
1706,0.909917,-0.864586
1707,0.905595,-0.903308
1708,0.901078,-0.9419
1709,0.896369,-0.980356
1710,0.891467,-1.01867
1711,0.886373,-1.05683
1712,0.881089,-1.09483
1713,0.875615,-1.13267
1714,0.869952,-1.17034
1715,0.8641,-1.20783
1716,0.858061,-1.24513
1717,0.851835,-1.28224
1718,0.845424,-1.31915
1719,0.838828,-1.35585
1720,0.832049,-1.39234
1721,0.825087,-1.4286
1722,0.817944,-1.46463
1723,0.810621,-1.50043
1724,0.803119,-1.53597
1725,0.795439,-1.57127
1726,0.787583,-1.6063
1727,0.779551,-1.64106
1728,0.771346,-1.67554
1729,0.762969,-1.70973
1730,0.75442,-1.74363
1731,0.745702,-1.77722
1732,0.736816,-1.8105
1733,0.727763,-1.84346
1734,0.718546,-1.87608
1735,0.709165,-1.90837
1736,0.699624,-1.94031
1737,0.689922,-1.9719
1738,0.680063,-2.00312
1739,0.670047,-2.03396
1740,0.659877,-2.06442
1741,0.649555,-2.09449
1742,0.639083,-2.12416
1743,0.628462,-2.15342
1744,0.617695,-2.18225
1745,0.606783,-2.21066
1746,0.59573,-2.23863
1747,0.584537,-2.26615
1748,0.573206,-2.29322
1749,0.56174,-2.31982
1750,0.550141,-2.34595
1751,0.538411,-2.37159
1752,0.526553,-2.39674
1753,0.51457,-2.42139
1754,0.502463,-2.44553
1755,0.490235,-2.46916
1756,0.477889,-2.49225
1757,0.465428,-2.51481
1758,0.452854,-2.53682
1759,0.44017,-2.55828
1760,0.427378,-2.57918
1761,0.414482,-2.59951
1762,0.401485,-2.61927
1763,0.388388,-2.63843
1764,0.375196,-2.65701
1765,0.361911,-2.67498
1766,0.348536,-2.69235
1767,0.335075,-2.7091
1768,0.321529,-2.72523
1769,0.307903,-2.74073
1770,0.294199,-2.7556
1771,0.280421,-2.76982
1772,0.266572,-2.7834
1773,0.252655,-2.79632
1774,0.238674,-2.80858
1775,0.224631,-2.82018
1776,0.21053,-2.8311
1777,0.196374,-2.84135
1778,0.182168,-2.85092
1779,0.167913,-2.85981
1780,0.153614,-2.86801
1781,0.139274,-2.87551
1782,0.124896,-2.88232
1783,0.110485,-2.88843
1784,0.0960426,-2.89384
1785,0.0815734,-2.89854
1786,0.0670807,-2.90254
1787,0.052568,-2.90583
1788,0.0380389,-2.9084
1789,0.0234968,-2.91027
1790,0.00894549,-2.91142
1791,-0.00561162,-2.91186
1792,-0.0201709,-2.91158
1793,-0.0347288,-2.9106
1794,-0.0492818,-2.90889
1795,-0.0638263,-2.90648
1796,-0.0783587,-2.90335
1797,-0.0928754,-2.89951
1798,-0.107373,-2.89496
1799,-0.121848,-2.8897
1800,-0.136296,-2.88374
1801,-0.150715,-2.87708
1802,-0.1651,-2.86971
1803,-0.179449,-2.86165
1804,-0.193757,-2.8529
1805,-0.208022,-2.84345
1806,-0.222239,-2.83332
1807,-0.236405,-2.82251
1808,-0.250518,-2.81102
1809,-0.264573,-2.79886
1810,-0.278567,-2.78604
1811,-0.292498,-2.77255
1812,-0.30636,-2.7584
1813,-0.320152,-2.74361
1814,-0.33387,-2.72817
1815,-0.347511,-2.7121
1816,-0.361072,-2.6954
1817,-0.374549,-2.67807
1818,-0.387939,-2.66012
1819,-0.40124,-2.64157
1820,-0.414448,-2.62241
1821,-0.42756,-2.60266
1822,-0.440573,-2.58232
1823,-0.453485,-2.5614
1824,-0.466292,-2.53991
1825,-0.478991,-2.51786
1826,-0.49158,-2.49526
1827,-0.504057,-2.4721
1828,-0.516417,-2.44841
1829,-0.528659,-2.42419
1830,-0.54078,-2.39945
1831,-0.552778,-2.3742
1832,-0.564649,-2.34845
1833,-0.576391,-2.3222
1834,-0.588002,-2.29547
1835,-0.599479,-2.26826
1836,-0.61082,-2.24059
1837,-0.622023,-2.21245
1838,-0.633086,-2.18387
1839,-0.644005,-2.15485
1840,-0.654779,-2.1254
1841,-0.665406,-2.09553
1842,-0.675884,-2.06525
1843,-0.68621,-2.03457
1844,-0.696383,-2.00349
1845,-0.706401,-1.97203
1846,-0.716261,-1.94019
1847,-0.725962,-1.90798
1848,-0.735502,-1.87542
1849,-0.744879,-1.84251
1850,-0.754091,-1.80926
1851,-0.763137,-1.77568
1852,-0.772016,-1.74178
1853,-0.780725,-1.70756
1854,-0.789263,-1.67304
1855,-0.797628,-1.63822
1856,-0.805819,-1.60312
1857,-0.813834,-1.56773
1858,-0.821673,-1.53208
1859,-0.829333,-1.49616
1860,-0.836814,-1.45998
1861,-0.844114,-1.42356
1862,-0.851232,-1.3869
1863,-0.858166,-1.35001
1864,-0.864917,-1.3129
1865,-0.871481,-1.27557
1866,-0.877859,-1.23803
1867,-0.884049,-1.2003
1868,-0.890051,-1.16237
1869,-0.895862,-1.12425
1870,-0.901484,-1.08595
1871,-0.906913,-1.04749
1872,-0.912151,-1.00885
1873,-0.917195,-0.970063
1874,-0.922045,-0.931123
1875,-0.926701,-0.892038
1876,-0.931161,-0.852815
1877,-0.935425,-0.813462
1878,-0.939493,-0.773984
1879,-0.943363,-0.734388
1880,-0.947034,-0.69468
1881,-0.950508,-0.654867
1882,-0.953782,-0.614954
1883,-0.956857,-0.574948
1884,-0.959732,-0.534856
1885,-0.962406,-0.494682
1886,-0.964879,-0.454433
1887,-0.967152,-0.414115
1888,-0.969222,-0.373733
1889,-0.971091,-0.333294
1890,-0.972757,-0.292803
1891,-0.974221,-0.252266
1892,-0.975483,-0.211689
1893,-0.976541,-0.171077
1894,-0.977396,-0.130436
1895,-0.978049,-0.0897713
1896,-0.978497,-0.0490888
1897,-0.978743,-0.00839404
1898,-0.978785,0.0323075
1899,-0.978623,0.0730101
1900,-0.978258,0.113708
1901,-0.97769,0.154397
1902,-0.976918,0.195069
1903,-0.975942,0.235721
1904,-0.974764,0.276345
1905,-0.973382,0.316938
1906,-0.971797,0.357492
1907,-0.97001,0.398002
1908,-0.96802,0.438463
1909,-0.965828,0.478869
1910,-0.963433,0.519214
1911,-0.960837,0.559491
1912,-0.95804,0.599696
1913,-0.955041,0.639822
1914,-0.951842,0.679864
1915,-0.948443,0.719814
1916,-0.944844,0.759668
1917,-0.941045,0.799418
1918,-0.937048,0.839059
1919,-0.932853,0.878584
1920,-0.92846,0.917987
1921,-0.92387,0.957261
1922,-0.919084,0.9964
1923,-0.914102,1.0354
1924,-0.908925,1.07425
1925,-0.903554,1.11294
1926,-0.897989,1.15147
1927,-0.892232,1.18983
1928,-0.886282,1.22801
1929,-0.880142,1.26601
1930,-0.873812,1.30382
1931,-0.867293,1.34143
1932,-0.860586,1.37884
1933,-0.853692,1.41603
1934,-0.846612,1.453
1935,-0.839347,1.48974
1936,-0.831898,1.52624
1937,-0.824267,1.5625
1938,-0.816454,1.59851
1939,-0.808462,1.63425
1940,-0.800291,1.66972
1941,-0.791942,1.70492
1942,-0.783417,1.73983
1943,-0.774718,1.77445
1944,-0.765846,1.80876
1945,-0.756802,1.84276
1946,-0.747588,1.87643
1947,-0.738206,1.90978
1948,-0.728657,1.94279
1949,-0.718943,1.97545
1950,-0.709066,2.00775
1951,-0.699027,2.03969
1952,-0.688829,2.07125
1953,-0.678473,2.10243
1954,-0.66796,2.13322
1955,-0.657294,2.1636
1956,-0.646476,2.19357
1957,-0.635509,2.22311
1958,-0.624393,2.25223
1959,-0.613132,2.2809
1960,-0.601727,2.30913
1961,-0.590182,2.33689
1962,-0.578497,2.36419
1963,-0.566676,2.39101
1964,-0.554721,2.41734
1965,-0.542635,2.44318
1966,-0.530419,2.4685
1967,-0.518076,2.49332
1968,-0.50561,2.51761
1969,-0.493022,2.54137
1970,-0.480315,2.56458
1971,-0.467492,2.58724
1972,-0.454556,2.60935
1973,-0.441509,2.63088
1974,-0.428354,2.65184
1975,-0.415095,2.67222
1976,-0.401734,2.692
1977,-0.388274,2.71118
1978,-0.374718,2.72975
1979,-0.361069,2.7477
1980,-0.347331,2.76503
1981,-0.333506,2.78172
1982,-0.319597,2.79778
1983,-0.305608,2.81319
1984,-0.291542,2.82795
1985,-0.277403,2.84205
1986,-0.263192,2.85548
1987,-0.248915,2.86824
1988,-0.234574,2.88033
1989,-0.220172,2.89173
1990,-0.205713,2.90244
1991,-0.191201,2.91246
1992,-0.176639,2.92178
1993,-0.16203,2.9304
1994,-0.147378,2.93831
1995,-0.132687,2.94551
1996,-0.117959,2.952
1997,-0.103199,2.95778
1998,-0.08841,2.96283
1999,-0.0735959,2.96716
2000,-0.0587601,2.97077
